id_emplacement,code_emplacement,id_entrepot,zone,type_emplacement,actif,Volume (m3),
418,0A-01-01,235,B7-PCK,PICKING,True,,
422,0A-01-02,235,B7-PCK,PICKING,True,,
426,0A-01-03,235,B7-PCK,PICKING,True,,
430,0A-02-01,235,B7-PCK,PICKING,True,,
434,0A-02-02,235,B7-PCK,PICKING,True,,
438,0A-02-03,235,B7-PCK,PICKING,True,,
442,0B-01-01,235,B7-PCK,PICKING,True,,
446,0B-01-02,235,B7-PCK,PICKING,True,,
450,0B-01-03,235,B7-PCK,PICKING,True,,
454,0B-02-01,235,B7-PCK,PICKING,True,,
458,0B-02-02,235,B7-PCK,PICKING,True,,
462,0B-02-03,235,B7-PCK,PICKING,True,,
466,0B-03-01,235,B7-PCK,PICKING,True,ùù,²312
470,0B-03-02,235,B7-PCK,PICKING,True,,
474,0B-03-03,235,B7-PCK,PICKING,True,,
478,0C-01-01,235,B7-PCK,PICKING,True,,
482,0C-01-02,235,B7-PCK,PICKING,True,,
486,0C-01-03,235,B7-PCK,PICKING,True,,
680,0C-02-01,235,B7-PCK,PICKING,True,,
684,0C-02-02,235,B7-PCK,PICKING,True,,
688,0C-02-03,235,B7-PCK,PICKING,True,,
692,0D-01-01,235,B7-PCK,PICKING,True,,
696,0D-01-02,235,B7-PCK,PICKING,True,,
700,0D-01-03,235,B7-PCK,PICKING,True,,
704,0D-02-01,235,B7-PCK,PICKING,True,,
708,0D-02-02,235,B7-PCK,PICKING,True,,
712,0D-02-03,235,B7-PCK,PICKING,True,,
716,0D-03-01,235,B7-PCK,PICKING,True,,
720,0D-03-02,235,B7-PCK,PICKING,True,,
724,0D-03-03,235,B7-PCK,PICKING,True,,
728,0E-01-01,235,B7-PCK,PICKING,True,,
732,0E-01-02,235,B7-PCK,PICKING,True,,
736,0E-01-03,235,B7-PCK,PICKING,True,,
740,0E-02-01,235,B7-PCK,PICKING,True,,
744,0E-02-02,235,B7-PCK,PICKING,True,,
748,0E-02-03,235,B7-PCK,PICKING,True,,
752,0F-01-01,235,B7-PCK,PICKING,True,,
756,0F-01-02,235,B7-PCK,PICKING,True,,
760,0F-01-03,235,B7-PCK,PICKING,True,,
764,0F-02-01,235,B7-PCK,PICKING,True,,
768,0F-02-02,235,B7-PCK,PICKING,True,,
772,0F-02-03,235,B7-PCK,PICKING,True,,
776,0F-03-01,235,B7-PCK,PICKING,True,,
780,0F-03-02,235,B7-PCK,PICKING,True,,
784,0F-03-03,235,B7-PCK,PICKING,True,,
788,0G-01-01,235,B7-PCK,PICKING,True,,
792,0G-01-02,235,B7-PCK,PICKING,True,,
796,0G-01-03,235,B7-PCK,PICKING,True,,
800,0G-02-01,235,B7-PCK,PICKING,True,,
804,0G-02-02,235,B7-PCK,PICKING,True,,
808,0G-02-03,235,B7-PCK,PICKING,True,,
812,0H-01-01,235,B7-PCK,PICKING,True,,
816,0H-01-02,235,B7-PCK,PICKING,True,,
820,0H-01-03,235,B7-PCK,PICKING,True,,
824,0H-02-01,235,B7-PCK,PICKING,True,,
828,0H-02-02,235,B7-PCK,PICKING,True,,
832,0H-02-03,235,B7-PCK,PICKING,True,,
836,0H-03-01,235,B7-PCK,PICKING,True,,
840,0H-03-02,235,B7-PCK,PICKING,True,,
844,0H-03-03,235,B7-PCK,PICKING,True,,
848,0I-01-01,235,B7-PCK,PICKING,True,,
852,0I-01-02,235,B7-PCK,PICKING,True,,
856,0I-01-03,235,B7-PCK,PICKING,True,,
860,0I-02-01,235,B7-PCK,PICKING,True,,
894,0I-02-02,235,B7-PCK,PICKING,True,,
898,0I-02-03,235,B7-PCK,PICKING,True,,
902,0K-01-01,235,B7-PCK,PICKING,True,,
906,0K-01-02,235,B7-PCK,PICKING,True,,
910,0K-01-03,235,B7-PCK,PICKING,True,,
914,0K-02-01,235,B7-PCK,PICKING,True,,
918,0K-02-02,235,B7-PCK,PICKING,True,,
922,0K-02-03,235,B7-PCK,PICKING,True,,
926,0K-03-01,235,B7-PCK,PICKING,True,,
930,0K-03-02,235,B7-PCK,PICKING,True,,
934,0K-03-03,235,B7-PCK,PICKING,True,,
974,0M-01-01,235,B7-PCK,PICKING,True,,
978,0M-01-02,235,B7-PCK,PICKING,True,,
982,0M-01-03,235,B7-PCK,PICKING,True,,
986,0M-02-01,235,B7-PCK,PICKING,True,,
990,0M-02-02,235,B7-PCK,PICKING,True,,
994,0M-02-03,235,B7-PCK,PICKING,True,,
938,0N-01-01,235,B7-PCK,PICKING,True,,
942,0N-01-02,235,B7-PCK,PICKING,True,,
946,0N-01-03,235,B7-PCK,PICKING,True,,
950,0N-02-01,235,B7-PCK,PICKING,True,,
954,0N-02-02,235,B7-PCK,PICKING,True,,
958,0N-02-03,235,B7-PCK,PICKING,True,,
962,0N-03-01,235,B7-PCK,PICKING,True,,
966,0N-03-02,235,B7-PCK,PICKING,True,,
970,0N-03-03,235,B7-PCK,PICKING,True,,
998,0P-01-01,235,B7-PCK,PICKING,True,,
1002,0P-01-02,235,B7-PCK,PICKING,True,,
1006,0P-01-03,235,B7-PCK,PICKING,True,,
1010,0P-02-01,235,B7-PCK,PICKING,True,,
1014,0P-02-02,235,B7-PCK,PICKING,True,,
1018,0P-02-03,235,B7-PCK,PICKING,True,,
1022,0Q-01-01,235,B7-PCK,PICKING,True,,
1026,0Q-01-02,235,B7-PCK,PICKING,True,,
1030,0Q-01-03,235,B7-PCK,PICKING,True,,
1034,0Q-02-01,235,B7-PCK,PICKING,True,,
1038,0Q-02-02,235,B7-PCK,PICKING,True,,
1042,0Q-02-03,235,B7-PCK,PICKING,True,,
1046,0Q-03-01,235,B7-PCK,PICKING,True,,
1050,0Q-03-02,235,B7-PCK,PICKING,True,,
1054,0Q-03-03,235,B7-PCK,PICKING,True,,
1058,0R-01-01,235,B7-PCK,PICKING,True,,
1062,0R-01-02,235,B7-PCK,PICKING,True,,
1066,0R-01-03,235,B7-PCK,PICKING,True,,
1070,0R-02-01,235,B7-PCK,PICKING,True,,
1074,0R-02-02,235,B7-PCK,PICKING,True,,
1078,0R-02-03,235,B7-PCK,PICKING,True,,
1082,0S-01-01,235,B7-PCK,PICKING,True,,
1086,0S-01-02,235,B7-PCK,PICKING,True,,
1098,0S-01-03,235,B7-PCK,PICKING,True,,
1102,0S-02-01,235,B7-PCK,PICKING,True,,
1342,0S-02-02,235,B7-PCK,PICKING,True,,
1109,0S-02-03,235,B7-PCK,PICKING,True,,
1113,0S-03-01,235,B7-PCK,PICKING,True,,
1117,0S-03-02,235,B7-PCK,PICKING,True,,
1121,0S-03-03,235,B7-PCK,PICKING,True,,
1125,0T-01-01,235,B7-PCK,PICKING,True,,
1129,0T-01-02,235,B7-PCK,PICKING,True,,
1133,0T-01-03,235,B7-PCK,PICKING,True,,
1137,0T-02-01,235,B7-PCK,PICKING,True,,
1141,0T-02-02,235,B7-PCK,PICKING,True,,
1145,0T-02-03,235,B7-PCK,PICKING,True,,
1149,0V-01-01,235,B7-PCK,PICKING,True,,
1153,0V-01-02,235,B7-PCK,PICKING,True,,
1157,0V-01-03,235,B7-PCK,PICKING,True,,
1161,0V-02-01,235,B7-PCK,PICKING,True,,
1165,0V-02-02,235,B7-PCK,PICKING,True,,
1169,0V-02-03,235,B7-PCK,PICKING,True,,
1173,0V-03-01,235,B7-PCK,PICKING,True,,
1177,0V-03-02,235,B7-PCK,PICKING,True,,
1181,0V-03-03,235,B7-PCK,PICKING,True,,
1185,0W-01-01,235,B7-PCK,PICKING,True,,
1189,0W-01-02,235,B7-PCK,PICKING,True,,
1193,0W-01-03,235,B7-PCK,PICKING,True,,
1197,0W-02-01,235,B7-PCK,PICKING,True,,
1201,0W-02-02,235,B7-PCK,PICKING,True,,
1205,0W-02-03,235,B7-PCK,PICKING,True,,
1209,0W-03-01,235,B7-PCK,PICKING,True,,
1213,0W-03-02,235,B7-PCK,PICKING,True,,
1217,0W-03-03,235,B7-PCK,PICKING,True,,
1221,0W-04-01,235,B7-PCK,PICKING,True,,
1225,0W-04-02,235,B7-PCK,PICKING,True,,
1229,0W-04-03,235,B7-PCK,PICKING,True,,
1233,0W-05-01,235,B7-PCK,PICKING,True,,
1237,0W-05-02,235,B7-PCK,PICKING,True,,
1241,0W-05-03,235,B7-PCK,PICKING,True,,
1245,0X-01-01,235,B7-PCK,PICKING,True,,
1249,0X-01-02,235,B7-PCK,PICKING,True,,
1253,0X-01-03,235,B7-PCK,PICKING,True,,
1257,0X-02-01,235,B7-PCK,PICKING,True,,
1261,0X-02-02,235,B7-PCK,PICKING,True,,
1265,0X-02-03,235,B7-PCK,PICKING,True,,
1269,0X-03-01,235,B7-PCK,PICKING,True,,
1273,0X-03-02,235,B7-PCK,PICKING,True,,
1277,0X-03-03,235,B7-PCK,PICKING,True,,
1281,0X-04-01,235,B7-PCK,PICKING,True,,
1285,0X-04-02,235,B7-PCK,PICKING,True,,
1289,0X-04-03,235,B7-PCK,PICKING,True,,
1293,0X-05-01,235,B7-PCK,PICKING,True,,
1299,0X-05-02,235,B7-PCK,PICKING,True,,
1305,0X-05-03,235,B7-PCK,PICKING,True,,
419,1A-01-01,235,B7-PCK,PICKING,True,,
423,1A-01-02,235,B7-PCK,PICKING,True,,
427,1A-01-03,235,B7-PCK,PICKING,True,,
431,1A-02-01,235,B7-PCK,PICKING,True,,
435,1A-02-02,235,B7-PCK,PICKING,True,,
439,1A-02-03,235,B7-PCK,PICKING,True,,
443,1B-01-01,235,B7-PCK,PICKING,True,,
447,1B-01-02,235,B7-PCK,PICKING,True,,
451,1B-01-03,235,B7-PCK,PICKING,True,,
455,1B-02-01,235,B7-PCK,PICKING,True,,
459,1B-02-02,235,B7-PCK,PICKING,True,,
463,1B-02-03,235,B7-PCK,PICKING,True,,
467,1B-03-01,235,B7-PCK,PICKING,True,,
471,1B-03-02,235,B7-PCK,PICKING,True,,
475,1B-03-03,235,B7-PCK,PICKING,True,,
479,1C-01-01,235,B7-PCK,PICKING,True,,
483,1C-01-02,235,B7-PCK,PICKING,True,,
487,1C-01-03,235,B7-PCK,PICKING,True,,
681,1C-02-01,235,B7-PCK,PICKING,True,,
685,1C-02-02,235,B7-PCK,PICKING,True,,
689,1C-02-03,235,B7-PCK,PICKING,True,,
693,1D-01-01,235,B7-PCK,PICKING,True,,
697,1D-01-02,235,B7-PCK,PICKING,True,,
701,1D-01-03,235,B7-PCK,PICKING,True,,
705,1D-02-01,235,B7-PCK,PICKING,True,,
709,1D-02-02,235,B7-PCK,PICKING,True,,
713,1D-02-03,235,B7-PCK,PICKING,True,,
717,1D-03-01,235,B7-PCK,PICKING,True,,
721,1D-03-02,235,B7-PCK,PICKING,True,,
725,1D-03-03,235,B7-PCK,PICKING,True,,
729,1E-01-01,235,B7-PCK,PICKING,True,,
733,1E-01-02,235,B7-PCK,PICKING,True,,
737,1E-01-03,235,B7-PCK,PICKING,True,,
741,1E-02-01,235,B7-PCK,PICKING,True,,
745,1E-02-02,235,B7-PCK,PICKING,True,,
749,1E-02-03,235,B7-PCK,PICKING,True,,
753,1F-01-01,235,B7-PCK,PICKING,True,,
757,1F-01-02,235,B7-PCK,PICKING,True,,
761,1F-01-03,235,B7-PCK,PICKING,True,,
765,1F-02-01,235,B7-PCK,PICKING,True,,
769,1F-02-02,235,B7-PCK,PICKING,True,,
773,1F-02-03,235,B7-PCK,PICKING,True,,
777,1F-03-01,235,B7-PCK,PICKING,True,,
781,1F-03-02,235,B7-PCK,PICKING,True,,
785,1F-03-03,235,B7-PCK,PICKING,True,,
789,1G-01-01,235,B7-PCK,PICKING,True,,
793,1G-01-02,235,B7-PCK,PICKING,True,,
797,1G-01-03,235,B7-PCK,PICKING,True,,
801,1G-02-01,235,B7-PCK,PICKING,True,,
805,1G-02-02,235,B7-PCK,PICKING,True,,
809,1G-02-03,235,B7-PCK,PICKING,True,,
813,1H-01-01,235,B7-PCK,PICKING,True,,
817,1H-01-02,235,B7-PCK,PICKING,True,,
821,1H-01-03,235,B7-PCK,PICKING,True,,
825,1H-02-01,235,B7-PCK,PICKING,True,,
829,1H-02-02,235,B7-PCK,PICKING,True,,
833,1H-02-03,235,B7-PCK,PICKING,True,,
837,1H-03-01,235,B7-PCK,PICKING,True,,
841,1H-03-02,235,B7-PCK,PICKING,True,,
845,1H-03-03,235,B7-PCK,PICKING,True,,
849,1I-01-01,235,B7-PCK,PICKING,True,,
853,1I-01-02,235,B7-PCK,PICKING,True,,
857,1I-01-03,235,B7-PCK,PICKING,True,,
861,1I-02-01,235,B7-PCK,PICKING,True,,
895,1I-02-02,235,B7-PCK,PICKING,True,,
899,1I-02-03,235,B7-PCK,PICKING,True,,
903,1K-01-01,235,B7-PCK,PICKING,True,,
907,1K-01-02,235,B7-PCK,PICKING,True,,
911,1K-01-03,235,B7-PCK,PICKING,True,,
915,1K-02-01,235,B7-PCK,PICKING,True,,
919,1K-02-02,235,B7-PCK,PICKING,True,,
923,1K-02-03,235,B7-PCK,PICKING,True,,
927,1K-03-01,235,B7-PCK,PICKING,True,,
931,1K-03-02,235,B7-PCK,PICKING,True,,
935,1K-03-03,235,B7-PCK,PICKING,True,,
975,1M-01-01,235,B7-PCK,PICKING,True,,
979,1M-01-02,235,B7-PCK,PICKING,True,,
983,1M-01-03,235,B7-PCK,PICKING,True,,
987,1M-02-01,235,B7-PCK,PICKING,True,,
991,1M-02-02,235,B7-PCK,PICKING,True,,
995,1M-02-03,235,B7-PCK,PICKING,True,,
939,1N-01-01,235,B7-PCK,PICKING,True,,
943,1N-01-02,235,B7-PCK,PICKING,True,,
947,1N-01-03,235,B7-PCK,PICKING,True,,
951,1N-02-01,235,B7-PCK,PICKING,True,,
955,1N-02-02,235,B7-PCK,PICKING,True,,
959,1N-02-03,235,B7-PCK,PICKING,True,,
963,1N-03-01,235,B7-PCK,PICKING,True,,
967,1N-03-02,235,B7-PCK,PICKING,True,,
971,1N-03-03,235,B7-PCK,PICKING,True,,
999,1P-01-01,235,B7-PCK,PICKING,True,,
1003,1P-01-02,235,B7-PCK,PICKING,True,,
1007,1P-01-03,235,B7-PCK,PICKING,True,,
1011,1P-02-01,235,B7-PCK,PICKING,True,,
1015,1P-02-02,235,B7-PCK,PICKING,True,,
1019,1P-02-03,235,B7-PCK,PICKING,True,,
1023,1Q-01-01,235,B7-PCK,PICKING,True,,
1027,1Q-01-02,235,B7-PCK,PICKING,True,,
1031,1Q-01-03,235,B7-PCK,PICKING,True,,
1035,1Q-02-01,235,B7-PCK,PICKING,True,,
1039,1Q-02-02,235,B7-PCK,PICKING,True,,
1043,1Q-02-03,235,B7-PCK,PICKING,True,,
1047,1Q-03-01,235,B7-PCK,PICKING,True,,
1051,1Q-03-02,235,B7-PCK,PICKING,True,,
1055,1Q-03-03,235,B7-PCK,PICKING,True,,
1059,1R-01-01,235,B7-PCK,PICKING,True,,
1063,1R-01-02,235,B7-PCK,PICKING,True,,
1067,1R-01-03,235,B7-PCK,PICKING,True,,
1071,1R-02-01,235,B7-PCK,PICKING,True,,
1075,1R-02-02,235,B7-PCK,PICKING,True,,
1079,1R-02-03,235,B7-PCK,PICKING,True,,
1083,1S-01-01,235,B7-PCK,PICKING,True,,
1087,1S-01-02,235,B7-PCK,PICKING,True,,
1099,1S-01-03,235,B7-PCK,PICKING,True,,
1103,1S-02-01,235,B7-PCK,PICKING,True,,
1106,1S-02-02,235,B7-PCK,PICKING,True,,
1110,1S-02-03,235,B7-PCK,PICKING,True,,
1114,1S-03-01,235,B7-PCK,PICKING,True,,
1118,1S-03-02,235,B7-PCK,PICKING,True,,
1122,1S-03-03,235,B7-PCK,PICKING,True,,
1126,1T-01-01,235,B7-PCK,PICKING,True,,
1130,1T-01-02,235,B7-PCK,PICKING,True,,
1134,1T-01-03,235,B7-PCK,PICKING,True,,
1138,1T-02-01,235,B7-PCK,PICKING,True,,
1142,1T-02-02,235,B7-PCK,PICKING,True,,
1146,1T-02-03,235,B7-PCK,PICKING,True,,
1150,1V-01-01,235,B7-PCK,PICKING,True,,
1154,1V-01-02,235,B7-PCK,PICKING,True,,
1158,1V-01-03,235,B7-PCK,PICKING,True,,
1162,1V-02-01,235,B7-PCK,PICKING,True,,
1166,1V-02-02,235,B7-PCK,PICKING,True,,
1170,1V-02-03,235,B7-PCK,PICKING,True,,
1174,1V-03-01,235,B7-PCK,PICKING,True,,
1178,1V-03-02,235,B7-PCK,PICKING,True,,
1182,1V-03-03,235,B7-PCK,PICKING,True,,
1186,1W-01-01,235,B7-PCK,PICKING,True,,
1190,1W-01-02,235,B7-PCK,PICKING,True,,
1194,1W-01-03,235,B7-PCK,PICKING,True,,
1198,1W-02-01,235,B7-PCK,PICKING,True,,
1202,1W-02-02,235,B7-PCK,PICKING,True,,
1206,1W-02-03,235,B7-PCK,PICKING,True,,
1210,1W-03-01,235,B7-PCK,PICKING,True,,
1214,1W-03-02,235,B7-PCK,PICKING,True,,
1218,1W-03-03,235,B7-PCK,PICKING,True,,
1222,1W-04-01,235,B7-PCK,PICKING,True,,
1226,1W-04-02,235,B7-PCK,PICKING,True,,
1230,1W-04-03,235,B7-PCK,PICKING,True,,
1234,1W-05-01,235,B7-PCK,PICKING,True,,
1238,1W-05-02,235,B7-PCK,PICKING,True,,
1242,1W-05-03,235,B7-PCK,PICKING,True,,
1246,1X-01-01,235,B7-PCK,PICKING,True,,
1250,1X-01-02,235,B7-PCK,PICKING,True,,
1254,1X-01-03,235,B7-PCK,PICKING,True,,
1258,1X-02-01,235,B7-PCK,PICKING,True,,
1262,1X-02-02,235,B7-PCK,PICKING,True,,
1266,1X-02-03,235,B7-PCK,PICKING,True,,
1270,1X-03-01,235,B7-PCK,PICKING,True,,
1274,1X-03-02,235,B7-PCK,PICKING,True,,
1278,1X-03-03,235,B7-PCK,PICKING,True,,
1282,1X-04-01,235,B7-PCK,PICKING,True,,
1286,1X-04-02,235,B7-PCK,PICKING,True,,
1290,1X-04-03,235,B7-PCK,PICKING,True,,
1294,1X-05-01,235,B7-PCK,PICKING,True,,
1302,1X-05-02,235,B7-PCK,PICKING,True,,
1306,1X-05-03,235,B7-PCK,PICKING,True,,
420,2A-01-01,235,B7-PCK,PICKING,True,,
424,2A-01-02,235,B7-PCK,PICKING,True,,
428,2A-01-03,235,B7-PCK,PICKING,True,,
432,2A-02-01,235,B7-PCK,PICKING,True,,
436,2A-02-02,235,B7-PCK,PICKING,True,,
440,2A-02-03,235,B7-PCK,PICKING,True,,
444,2B-01-01,235,B7-PCK,PICKING,True,,
448,2B-01-02,235,B7-PCK,PICKING,True,,
452,2B-01-03,235,B7-PCK,PICKING,True,,
456,2B-02-01,235,B7-PCK,PICKING,True,,
460,2B-02-02,235,B7-PCK,PICKING,True,,
464,2B-02-03,235,B7-PCK,PICKING,True,,
468,2B-03-01,235,B7-PCK,PICKING,True,,
472,2B-03-02,235,B7-PCK,PICKING,True,,
476,2B-03-03,235,B7-PCK,PICKING,True,,
480,2C-01-01,235,B7-PCK,PICKING,True,,
484,2C-01-02,235,B7-PCK,PICKING,True,,
678,2C-01-03,235,B7-PCK,PICKING,True,,
682,2C-02-01,235,B7-PCK,PICKING,True,,
686,2C-02-02,235,B7-PCK,PICKING,True,,
690,2C-02-03,235,B7-PCK,PICKING,True,,
694,2D-01-01,235,B7-PCK,PICKING,True,,
698,2D-01-02,235,B7-PCK,PICKING,True,,
702,2D-01-03,235,B7-PCK,PICKING,True,,
706,2D-02-01,235,B7-PCK,PICKING,True,,
710,2D-02-02,235,B7-PCK,PICKING,True,,
714,2D-02-03,235,B7-PCK,PICKING,True,,
718,2D-03-01,235,B7-PCK,PICKING,True,,
722,2D-03-02,235,B7-PCK,PICKING,True,,
726,2D-03-03,235,B7-PCK,PICKING,True,,
730,2E-01-01,235,B7-PCK,PICKING,True,,
734,2E-01-02,235,B7-PCK,PICKING,True,,
738,2E-01-03,235,B7-PCK,PICKING,True,,
742,2E-02-01,235,B7-PCK,PICKING,True,,
746,2E-02-02,235,B7-PCK,PICKING,True,,
750,2E-02-03,235,B7-PCK,PICKING,True,,
754,2F-01-01,235,B7-PCK,PICKING,True,,
758,2F-01-02,235,B7-PCK,PICKING,True,,
762,2F-01-03,235,B7-PCK,PICKING,True,,
766,2F-02-01,235,B7-PCK,PICKING,True,,
770,2F-02-02,235,B7-PCK,PICKING,True,,
774,2F-02-03,235,B7-PCK,PICKING,True,,
778,2F-03-01,235,B7-PCK,PICKING,True,,
782,2F-03-02,235,B7-PCK,PICKING,True,,
786,2F-03-03,235,B7-PCK,PICKING,True,,
790,2G-01-01,235,B7-PCK,PICKING,True,,
794,2G-01-02,235,B7-PCK,PICKING,True,,
798,2G-01-03,235,B7-PCK,PICKING,True,,
802,2G-02-01,235,B7-PCK,PICKING,True,,
806,2G-02-02,235,B7-PCK,PICKING,True,,
810,2G-02-03,235,B7-PCK,PICKING,True,,
814,2H-01-01,235,B7-PCK,PICKING,True,,
818,2H-01-02,235,B7-PCK,PICKING,True,,
822,2H-01-03,235,B7-PCK,PICKING,True,,
826,2H-02-01,235,B7-PCK,PICKING,True,,
830,2H-02-02,235,B7-PCK,PICKING,True,,
834,2H-02-03,235,B7-PCK,PICKING,True,,
838,2H-03-01,235,B7-PCK,PICKING,True,,
842,2H-03-02,235,B7-PCK,PICKING,True,,
846,2H-03-03,235,B7-PCK,PICKING,True,,
850,2I-01-01,235,B7-PCK,PICKING,True,,
854,2I-01-02,235,B7-PCK,PICKING,True,,
858,2I-01-03,235,B7-PCK,PICKING,True,,
862,2I-02-01,235,B7-PCK,PICKING,True,,
896,2I-02-02,235,B7-PCK,PICKING,True,,
900,2I-02-03,235,B7-PCK,PICKING,True,,
904,2K-01-01,235,B7-PCK,PICKING,True,,
908,2K-01-02,235,B7-PCK,PICKING,True,,
912,2K-01-03,235,B7-PCK,PICKING,True,,
916,2K-02-01,235,B7-PCK,PICKING,True,,
920,2K-02-02,235,B7-PCK,PICKING,True,,
924,2K-02-03,235,B7-PCK,PICKING,True,,
928,2K-03-01,235,B7-PCK,PICKING,True,,
932,2K-03-02,235,B7-PCK,PICKING,True,,
936,2K-03-03,235,B7-PCK,PICKING,True,,
976,2M-01-01,235,B7-PCK,PICKING,True,,
980,2M-01-02,235,B7-PCK,PICKING,True,,
984,2M-01-03,235,B7-PCK,PICKING,True,,
988,2M-02-01,235,B7-PCK,PICKING,True,,
992,2M-02-02,235,B7-PCK,PICKING,True,,
996,2M-02-03,235,B7-PCK,PICKING,True,,
940,2N-01-01,235,B7-PCK,PICKING,True,,
944,2N-01-02,235,B7-PCK,PICKING,True,,
948,2N-01-03,235,B7-PCK,PICKING,True,,
952,2N-02-01,235,B7-PCK,PICKING,True,,
956,2N-02-02,235,B7-PCK,PICKING,True,,
960,2N-02-03,235,B7-PCK,PICKING,True,,
964,2N-03-01,235,B7-PCK,PICKING,True,,
968,2N-03-02,235,B7-PCK,PICKING,True,,
972,2N-03-03,235,B7-PCK,PICKING,True,,
1000,2P-01-01,235,B7-PCK,PICKING,True,,
1004,2P-01-02,235,B7-PCK,PICKING,True,,
